"","BGN_DATE","END_DATE","COUNTYNAME","STATE","EVTYPE","F","MAG","FATALITIES","INJURIES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","Year","Bgn.Time","End.Time","Damage","CropDamage"
"169",2001-08-07,2001-08-07,"SCOTT","MO","TORNADO",0,0,0,0,36.9333333333333,89.6666666666667,3656,8940,2001,4.33333333333333,4.33333333333333,0,0
"170",2001-08-29,2001-08-29,"MILLER","MO","TORNADO",0,0,0,0,38.0833333333333,92.3,3805,9218,2001,3,3.08333333333333,10000,0
"171",2001-09-02,2001-09-02,"NEW MADRID","MO","TORNADO",0,0,0,0,36.6,89.8333333333333,3635,8951,2001,12.45,12.65,0,0
"172",2001-10-24,2001-10-24,"SCOTT","MO","TORNADO",1,0,0,0,37.0333333333333,89.4,3701,8921,2001,2.83333333333333,2.91666666666667,1e+05,0
"173",2001-11-23,2001-11-23,"BARRY","MO","TORNADO",2,0,0,3,36.6666666666667,93.9833333333333,3643,9356,2001,8.46666666666667,8.66666666666667,1e+06,5e+05
"174",2001-11-23,2001-11-23,"LAWRENCE","MO","TORNADO",1,0,0,0,37.05,93.7166666666667,3705,9343,2001,9.33333333333333,9.5,750000,250000
"175",2001-09-20,2001-09-20,"BUCHANAN","MO","TORNADO",0,0,0,0,39.8333333333333,94.85,3950,9451,2001,5.41666666666667,5.41666666666667,0,0
"176",2001-09-20,2001-09-20,"BUCHANAN","MO","TORNADO",0,0,0,0,39.7666666666667,94.85,3946,9451,2001,5.56666666666667,5.56666666666667,0,0
"177",2001-09-20,2001-09-20,"BUCHANAN","MO","TORNADO",0,0,0,0,39.7666666666667,94.85,3946,9451,2001,5.6,5.6,0,0
"178",2001-09-20,2001-09-20,"BUCHANAN","MO","TORNADO",0,0,0,0,39.7166666666667,94.5333333333333,3943,9432,2001,5.91666666666667,5.91666666666667,0,0
"179",2001-10-10,2001-10-10,"GREENE","MO","TORNADO",1,0,0,5,37.2,93.3,3712,9318,2001,10.5833333333333,10.6666666666667,250000,0
"180",2001-10-23,2001-10-23,"MORGAN","MO","TORNADO",0,0,0,0,38.3,92.7,3818,9241,2001,3.41666666666667,3.5,0,0
"181",2001-10-23,2001-10-23,"MILLER","MO","TORNADO",1,0,0,1,38.2,92.7833333333333,3818,9235,2001,3.5,4.08333333333333,1e+05,0
"182",2001-10-23,2001-10-23,"PULASKI","MO","TORNADO",0,0,0,0,37.95,92.2666666666667,3757,9215,2001,5.5,5.58333333333333,0,0
"183",2002-04-20,2002-04-20,"MISSISSIPPI","MO","TORNADO",1,0,0,0,36.9166666666667,89.3333333333333,3654,8919,2002,3.33333333333333,3.41666666666667,68000,8000
"184",2002-04-24,2002-04-24,"WASHINGTON","MO","TORNADO",1,0,0,0,37.75,90.7833333333333,3745,9047,2002,2.91666666666667,2.96666666666667,0,0
"185",2002-04-24,2002-04-24,"CARTER","MO","TORNADO",4,0,0,2,37,91.0166666666667,3655,9040,2002,3.21666666666667,3.75,1.5e+07,0
"186",2002-04-24,2002-04-24,"MADISON","MO","TORNADO",2,0,0,3,37.4166666666667,90.3,3726,9010,2002,3.75,4,0,0
"187",2002-04-24,2002-04-24,"BUTLER","MO","TORNADO",4,0,0,14,36.9,90.6833333333333,3648,9020,2002,3.75,4.3,3e+07,0
"188",2002-04-24,2002-04-24,"BUTLER","MO","TORNADO",1,0,0,0,36.8333333333333,90.3166666666667,3650,9018,2002,4.35,4.35,2000,0
"189",2002-04-24,2002-04-24,"STODDARD","MO","TORNADO",0,0,0,0,36.7833333333333,90.1833333333333,3647,9011,2002,4.56666666666667,4.56666666666667,0,0
"190",2002-04-24,2002-04-24,"STODDARD","MO","TORNADO",0,0,0,0,36.95,89.9166666666667,3657,8953,2002,5.26666666666667,5.26666666666667,0,0
"191",2002-04-24,2002-04-24,"PEMISCOT","MO","TORNADO",0,0,0,0,36.2333333333333,89.7166666666667,3614,8943,2002,7,7.08333333333333,5000,0
"192",2002-04-27,2002-04-27,"HOWELL","MO","TORNADO",2,0,0,0,37.0166666666667,91.9833333333333,3701,9157,2002,9.66666666666667,9.75,1500000,0
"193",2002-04-27,2002-04-27,"BOLLINGER","MO","TORNADO",3,0,1,16,37.2166666666667,90.0666666666667,3716,9001,2002,11.6666666666667,11.75,4e+06,0
"194",2002-04-28,2002-04-28,"NEW MADRID","MO","TORNADO",0,0,0,0,36.35,89.6,3621,8936,2002,1.48333333333333,1.48333333333333,0,0
"195",2002-05-08,2002-05-08,"CLINTON","MO","TORNADO",0,0,0,0,39.5333333333333,94.4166666666667,3932,9425,2002,6.33333333333333,6.33333333333333,0,0
"196",2002-05-12,2002-05-12,"WASHINGTON","MO","TORNADO",0,0,0,0,37.8833333333333,90.7166666666667,3753,9043,2002,5.16666666666667,5.16666666666667,0,0
"197",2002-05-12,2002-05-12,"ST. FRANCOIS","MO","TORNADO",1,0,0,0,37.8666666666667,90.6333333333333,3753,9032,2002,5.3,5.5,0,0
"198",2002-07-26,2002-07-26,"DAVIESS","MO","TORNADO",0,0,0,0,40.0166666666667,93.9333333333333,4001,9356,2002,7.11666666666667,7.13333333333333,0,0
"199",2002-07-26,2002-07-26,"DAVIESS","MO","TORNADO",0,0,0,0,40.0833333333333,93.8166666666667,4005,9349,2002,7.95,7.96666666666667,5000,0
"200",2002-08-12,2002-08-12,"DOUGLAS","MO","TORNADO",0,0,0,0,36.8166666666667,92.6666666666667,3649,9240,2002,9.33333333333333,9.36666666666667,0,0
"201",2002-08-12,2002-08-12,"OZARK","MO","TORNADO",1,0,0,0,36.85,92.5833333333333,3644,9235,2002,9.58333333333333,9.75,50000,0
"202",2002-11-09,2002-11-09,"CAPE GIRARDEAU","MO","TORNADO",0,55,0,0,37.4333333333333,89.6166666666667,3726,8936,2002,10.9666666666667,10.9833333333333,25000,0
"203",2002-12-17,2002-12-17,"NEWTON","MO","TORNADO",0,0,0,0,36.85,94.1333333333333,3651,9408,2002,10.4,10.4,50000,0
"204",2002-12-17,2002-12-17,"BARRY","MO","TORNADO",0,0,0,0,36.9166666666667,94.05,3655,9403,2002,10.5,10.5,0,0
"205",2002-12-17,2002-12-17,"LAWRENCE","MO","TORNADO",2,0,2,17,37.0833333333333,93.7833333333333,3708,9342,2002,11.0833333333333,11.0833333333333,5e+05,0
"206",2002-12-18,2002-12-18,"JASPER","MO","TORNADO",1,0,0,0,37.3333333333333,94.3333333333333,3721,9419,2002,1.8,1.8,50000,0
"207",2002-12-18,2002-12-18,"BARTON","MO","TORNADO",1,0,1,7,37.35,94.3166666666667,3725,9410,2002,1.88333333333333,2.08333333333333,138000,0
"208",2002-12-18,2002-12-18,"CEDAR","MO","TORNADO",1,0,0,0,37.75,93.6666666666667,3746,9340,2002,2.63333333333333,2.63333333333333,2000,0
"209",2002-12-18,2002-12-18,"POLK","MO","TORNADO",1,0,0,1,37.7666666666667,93.6333333333333,3749,9333,2002,2.75,2.95,5e+05,0
"210",2002-12-18,2002-12-18,"HICKORY","MO","TORNADO",1,0,0,1,37.8333333333333,93.55,3749,9330,2002,2.95,2.95,43000,0
"211",2002-12-18,2002-12-18,"WEBSTER","MO","TORNADO",0,0,0,0,37.3,92.7,3718,9242,2002,9.81666666666667,9.81666666666667,0,0
"212",2002-12-18,2002-12-18,"WRIGHT","MO","TORNADO",0,0,0,0,37.3166666666667,92.7166666666667,3724,9235,2002,9.91666666666667,10.0833333333333,75000,0
"213",2003-04-30,2003-04-30,"HARRISON","MO","TORNADO",0,0,0,0,40.3666666666667,94.2,4022,9409,2003,6.08333333333333,6.1,0,0
"214",2003-04-30,2003-04-30,"PLATTE","MO","TORNADO",0,0,0,0,39.4833333333333,94.95,3929,9455,2003,6.25,6.26666666666667,0,0
"215",2003-04-30,2003-04-30,"HARRISON","MO","TORNADO",0,0,0,0,40.3833333333333,93.9666666666667,4025,9349,2003,6.36666666666667,6.53333333333333,2500,0
"216",2003-04-30,2003-04-30,"PLATTE","MO","TORNADO",0,0,0,0,39.5,94.6833333333333,3931,9441,2003,6.58333333333333,6.6,0,0
"217",2003-04-30,2003-04-30,"PUTNAM","MO","TORNADO",0,0,0,0,40.45,93.05,4026,9301,2003,7.91666666666667,7.96666666666667,0,0
"218",2003-04-30,2003-04-30,"SCHUYLER","MO","TORNADO",0,0,0,0,40.3833333333333,92.6,4023,9232,2003,8.88333333333333,9,0,0
"219",2003-04-30,2003-04-30,"GENTRY","MO","TORNADO",0,0,0,0,40.3666666666667,94.1666666666667,4023,9410,2003,6.06666666666667,6.08333333333333,0,0
"220",2003-05-08,2003-05-08,"HENRY","MO","TORNADO",0,0,0,0,38.5166666666667,94,3831,9356,2003,8.35,8.36666666666667,0,0
"221",2003-05-08,2003-05-08,"JOHNSON","MO","TORNADO",0,0,0,0,38.5833333333333,94.0833333333333,3835,9403,2003,8.36666666666667,8.4,0,0
"222",2003-05-08,2003-05-08,"JOHNSON","MO","TORNADO",0,0,0,0,38.7166666666667,93.6833333333333,3844,9339,2003,9,9.06666666666667,0,0
"223",2003-05-04,2003-05-04,"PLATTE","MO","TORNADO",1,0,0,0,39.3166666666667,94.9333333333333,3921,9453,2003,2.93333333333333,3,1950000,0
"224",2003-05-04,2003-05-04,"PLATTE","MO","TORNADO",4,0,0,0,39.2,94.7,3912,9436,2003,3.58333333333333,3.66666666666667,3.2e+07,0
"225",2003-05-04,2003-05-04,"CLAY","MO","TORNADO",4,0,0,0,39.2333333333333,94.5,3915,9430,2003,3.66666666666667,3.7,50000,0
"226",2003-05-04,2003-05-04,"CLAY","MO","TORNADO",4,0,0,13,39.2333333333333,94.4833333333333,3914,9428,2003,3.75,3.91666666666667,3.1e+07,0
"227",2003-05-04,2003-05-04,"CLAY","MO","TORNADO",2,0,0,0,39.25,94.4333333333333,3918,9418,2003,3.98333333333333,4.25,6e+07,0
"228",2003-05-04,2003-05-04,"BARTON","MO","TORNADO",4,0,1,10,37.5666666666667,94.6166666666667,3735,9432,2003,4.25,4.58333333333333,1.3e+07,1e+06
"229",2003-05-04,2003-05-04,"CASS","MO","TORNADO",1,0,0,0,38.4833333333333,94.6,3830,9434,2003,4.38333333333333,4.41666666666667,0,0
"230",2003-05-04,2003-05-04,"BARTON","MO","TORNADO",3,0,0,0,37.5666666666667,94.5166666666667,3738,9406,2003,4.51666666666667,5,5e+06,1e+06
"231",2003-05-04,2003-05-04,"CEDAR","MO","TORNADO",3,0,3,37,37.6166666666667,94.0833333333333,3745,9338,2003,5,5.75,4e+07,3e+06
"232",2003-05-04,2003-05-04,"CASS","MO","TORNADO",2,0,0,0,38.5833333333333,94.2166666666667,3836,9409,2003,5.06666666666667,5.16666666666667,2e+05,0
"233",2003-05-04,2003-05-04,"VERNON","MO","TORNADO",0,0,0,0,37.6666666666667,94.25,3740,9415,2003,5.16666666666667,5.16666666666667,0,0
"234",2003-05-04,2003-05-04,"JOHNSON","MO","TORNADO",2,0,0,0,38.6333333333333,94.1166666666667,3844,9347,2003,5.16666666666667,5.88333333333333,1000,0
"235",2003-05-04,2003-05-04,"JASPER","MO","TORNADO",3,0,2,15,37.1666666666667,94.6166666666667,3712,9431,2003,5.25,5.41666666666667,21200000,0
"236",2003-05-04,2003-05-04,"JASPER","MO","TORNADO",0,0,0,0,37.2,94.3166666666667,3712,9419,2003,5.5,5.5,0,0
"237",2003-05-04,2003-05-04,"POLK","MO","TORNADO",2,0,0,0,37.7333333333333,93.6333333333333,3748,9314,2003,5.75,6.3,3700000,1e+06
"238",2003-05-04,2003-05-04,"NEWTON","MO","TORNADO",2,0,0,0,36.9166666666667,94.2,3655,9406,2003,5.83333333333333,5.96666666666667,5e+05,0
"239",2003-05-04,2003-05-04,"DADE","MO","TORNADO",1,0,0,0,37.3333333333333,94.0333333333333,3720,9402,2003,5.91666666666667,5.91666666666667,10000,0
"240",2003-05-04,2003-05-04,"JOHNSON","MO","TORNADO",1,0,0,0,38.7166666666667,93.75,3844,9332,2003,5.96666666666667,6.31666666666667,25000,0
"241",2003-05-04,2003-05-04,"LAWRENCE","MO","TORNADO",3,0,5,33,36.9333333333333,94.0666666666667,3701,9338,2003,5.96666666666667,6.58333333333333,27500000,0
"242",2003-05-04,2003-05-04,"HICKORY","MO","TORNADO",2,0,0,0,37.8,93.2,3748,9312,2003,6.3,6.33333333333333,0,0
"243",2003-05-04,2003-05-04,"DALLAS","MO","TORNADO",3,0,2,10,37.7833333333333,93.2,3748,9259,2003,6.33333333333333,6.7,3800000,0
"244",2003-05-04,2003-05-04,"PETTIS","MO","TORNADO",0,0,0,0,38.8166666666667,93.3833333333333,3848,9323,2003,6.58333333333333,6.6,5000,0
"245",2003-05-04,2003-05-04,"CHRISTIAN","MO","TORNADO",3,0,1,3,37.0166666666667,93.6333333333333,3705,9324,2003,6.58333333333333,6.83333333333333,5100000,0
"246",2003-05-04,2003-05-04,"CAMDEN","MO","TORNADO",3,0,4,27,37.9,92.8333333333333,3759,9234,2003,6.6,7.13333333333333,5e+06,1e+06
"247",2003-05-04,2003-05-04,"DUNKLIN","MO","TORNADO",0,0,0,0,36.0166666666667,90.1666666666667,3602,9008,2003,6.83333333333333,6.91666666666667,10000,0
"248",2003-05-04,2003-05-04,"PEMISCOT","MO","TORNADO",0,0,0,0,36.1,89.8333333333333,3608,8947,2003,6.83333333333333,6.96666666666667,1000,0
"249",2003-05-04,2003-05-04,"GREENE","MO","TORNADO",3,0,1,12,37.0833333333333,93.4166666666667,3708,9322,2003,6.83333333333333,7.05,14700000,0
"250",2003-05-04,2003-05-04,"WEBSTER","MO","TORNADO",0,0,0,0,37.1333333333333,93.0333333333333,3708,9302,2003,7.33333333333333,7.33333333333333,0,0
"251",2003-05-04,2003-05-04,"MILLER","MO","TORNADO",0,0,0,0,38.0833333333333,92.3166666666667,3805,9219,2003,7.5,7.5,0,0
"252",2003-05-04,2003-05-04,"CEDAR","MO","TORNADO",0,0,0,0,37.75,93.7166666666667,3745,9343,2003,7.58333333333333,7.58333333333333,0,0
"253",2003-05-04,2003-05-04,"SCOTT","MO","TORNADO",2,70,0,0,37.05,89.6166666666667,3701,8924,2003,7.88333333333333,8.08333333333333,75000,0
"254",2003-05-04,2003-05-04,"POLK","MO","TORNADO",0,0,0,0,37.7666666666667,93.4666666666667,3746,9328,2003,7.91666666666667,7.91666666666667,0,0
"255",2003-05-04,2003-05-04,"MARIES","MO","TORNADO",0,0,0,0,38.1333333333333,91.95,3808,9157,2003,8.08333333333333,8.08333333333333,0,0
"256",2003-05-04,2003-05-04,"DALLAS","MO","TORNADO",0,0,0,0,37.85,93.05,3751,9303,2003,8.21666666666667,8.21666666666667,0,0
"257",2003-05-04,2003-05-04,"CAMDEN","MO","TORNADO",0,0,0,0,37.95,92.75,3757,9245,2003,8.5,8.5,0,0
"258",2003-05-04,2003-05-04,"PULASKI","MO","TORNADO",0,0,0,0,37.9166666666667,92.3333333333333,3755,9220,2003,8.91666666666667,8.91666666666667,0,0
"259",2003-05-04,2003-05-04,"PHELPS","MO","TORNADO",0,0,0,0,37.8833333333333,91.7666666666667,3753,9146,2003,9.5,9.5,0,0
"260",2003-05-04,2003-05-04,"DENT","MO","TORNADO",0,0,0,0,37.7,91.55,3742,9133,2003,10,10,0,0
"261",2003-05-05,2003-05-05,"OZARK","MO","TORNADO",0,0,0,0,36.5833333333333,92.15,3635,9209,2003,9.83333333333333,9.83333333333333,0,0
"262",2003-05-06,2003-05-06,"VERNON","MO","TORNADO",0,0,0,0,37.9833333333333,94.1833333333333,3759,9411,2003,8.33333333333333,8.33333333333333,0,0
"263",2003-05-06,2003-05-06,"ST. CLAIR","MO","TORNADO",0,0,0,0,37.9333333333333,93.6166666666667,3756,9337,2003,9.16666666666667,9.16666666666667,0,0
"264",2003-05-06,2003-05-06,"JOHNSON","MO","TORNADO",0,0,0,0,38.6666666666667,93.5166666666667,3841,9330,2003,1.8,1.91666666666667,10000,0
"265",2003-05-06,2003-05-06,"PETTIS","MO","TORNADO",0,0,0,2,38.65,93.3,3842,9310,2003,1.91666666666667,2.25,2000,0
"266",2003-05-06,2003-05-06,"BENTON","MO","TORNADO",0,0,0,0,38.2166666666667,93.3833333333333,3813,9323,2003,3.33333333333333,3.33333333333333,0,0
"267",2003-05-06,2003-05-06,"ST. CLAIR","MO","TORNADO",0,0,0,0,38.0666666666667,93.55,3804,9333,2003,3.41666666666667,3.41666666666667,0,0
"268",2003-05-06,2003-05-06,"MORGAN","MO","TORNADO",0,0,0,0,38.3666666666667,92.8166666666667,3821,9238,2003,3.45,3.75,0,0
"269",2003-05-06,2003-05-06,"CAMDEN","MO","TORNADO",0,0,0,0,38.25,93.05,3812,9302,2003,3.46666666666667,3.53333333333333,0,0
"270",2003-05-06,2003-05-06,"MORGAN","MO","TORNADO",0,0,0,0,38.2,92.9666666666667,3813,9257,2003,3.53333333333333,3.55,0,0
"271",2003-05-06,2003-05-06,"CAMDEN","MO","TORNADO",0,0,0,0,38.2166666666667,92.9833333333333,3813,9256,2003,3.55,3.6,0,0
"272",2003-05-06,2003-05-06,"CAMDEN","MO","TORNADO",0,0,0,0,38.1833333333333,92.7833333333333,3811,9247,2003,3.58333333333333,3.58333333333333,0,0
"273",2003-05-06,2003-05-06,"HICKORY","MO","TORNADO",0,0,0,0,38.0333333333333,93.5,3802,9330,2003,3.58333333333333,3.58333333333333,0,0
"274",2003-05-06,2003-05-06,"MORGAN","MO","TORNADO",0,0,0,0,38.2166666666667,92.9333333333333,3813,9252,2003,3.6,3.7,0,0
"275",2003-05-06,2003-05-06,"BENTON","MO","TORNADO",0,0,0,0,38.1,93.45,3806,9327,2003,3.66666666666667,3.66666666666667,0,0
"276",2003-05-06,2003-05-06,"CAMDEN","MO","TORNADO",0,0,0,0,38.2333333333333,92.85,3811,9247,2003,3.7,3.83333333333333,0,0
"277",2003-05-06,2003-05-06,"MILLER","MO","TORNADO",0,0,0,0,38.35,92.6333333333333,3821,9235,2003,3.75,3.86666666666667,0,0
"278",2003-05-06,2003-05-06,"MILLER","MO","TORNADO",0,0,0,0,38.35,92.5833333333333,3821,9235,2003,3.83333333333333,3.83333333333333,0,0
"279",2003-05-06,2003-05-06,"PULASKI","MO","TORNADO",1,0,0,0,37.9,92.2,3754,9212,2003,4.91666666666667,4.91666666666667,5e+05,0
"280",2003-05-06,2003-05-06,"PHELPS","MO","TORNADO",0,0,0,0,37.95,91.7666666666667,3757,9146,2003,5.21666666666667,5.21666666666667,0,0
"281",2003-05-06,2003-05-06,"FRANKLIN","MO","TORNADO",1,0,0,0,38.35,91.0166666666667,3821,9100,2003,5.53333333333333,5.56666666666667,0,0
"282",2003-05-06,2003-05-06,"DADE","MO","TORNADO",0,0,0,0,37.5,93.6833333333333,3730,9341,2003,5.66666666666667,5.66666666666667,0,0
"283",2003-05-06,2003-05-06,"POLK","MO","TORNADO",0,0,0,0,37.4833333333333,93.4333333333333,3729,9326,2003,5.9,5.9,0,0
"284",2003-05-06,2003-05-06,"CAMDEN","MO","TORNADO",1,0,0,0,37.9166666666667,92.6,3755,9236,2003,5.91666666666667,5.91666666666667,10000,0
"285",2003-05-06,2003-05-06,"DALLAS","MO","TORNADO",0,0,0,0,37.45,93.1833333333333,3727,9311,2003,6.25,6.25,0,0
"286",2003-05-06,2003-05-06,"JEFFERSON","MO","TORNADO",0,0,0,0,38.1833333333333,90.75,3811,9045,2003,6.41666666666667,6.41666666666667,0,0
"287",2003-05-06,2003-05-06,"JEFFERSON","MO","TORNADO",0,0,0,0,38.15,90.5666666666667,3809,9034,2003,6.5,6.53333333333333,0,0
"288",2003-05-06,2003-05-06,"LACLEDE","MO","TORNADO",0,0,0,0,37.6833333333333,92.6833333333333,3741,9241,2003,6.58333333333333,6.58333333333333,0,0
"289",2003-05-06,2003-05-06,"BOLLINGER","MO","TORNADO",2,0,0,0,37.2666666666667,90.1166666666667,3716,9006,2003,7.06666666666667,7.1,40000,0
"290",2003-05-06,2003-05-06,"BOLLINGER","MO","TORNADO",0,0,0,0,37.3,89.8833333333333,3718,8952,2003,7.3,7.3,0,0
"291",2003-05-06,2003-05-06,"CAPE GIRARDEAU","MO","TORNADO",1,0,0,0,37.3333333333333,89.8166666666667,3720,8947,2003,7.51666666666667,7.55,0,0
"292",2003-05-06,2003-05-06,"CAPE GIRARDEAU","MO","TORNADO",3,0,0,2,37.3833333333333,89.6666666666667,3724,8938,2003,7.75,7.83333333333333,1.2e+07,0
"293",2003-05-06,2003-05-06,"CAPE GIRARDEAU","MO","TORNADO",1,0,0,0,37.4,89.4833333333333,3727,8929,2003,8.18333333333333,8.3,0,0
"294",2003-05-06,2003-05-06,"SCOTT","MO","TORNADO",1,0,0,0,37.15,89.5666666666667,3706,8930,2003,9.36666666666667,9.55,0,0
"295",2003-05-06,2003-05-06,"MISSISSIPPI","MO","TORNADO",2,0,0,0,37.0833333333333,89.3,3658,8909,2003,9.56666666666667,9.68333333333333,0,0
"296",2003-05-08,2003-05-08,"PEMISCOT","MO","TORNADO",0,0,0,0,36.05,89.85,3603,8950,2003,10.6666666666667,10.75,5000,0
"297",2003-05-09,2003-05-09,"CASS","MO","TORNADO",1,0,0,1,38.6166666666667,94.5333333333333,3840,9432,2003,8.41666666666667,8.5,1e+06,0
"298",2003-05-09,2003-05-09,"CASS","MO","TORNADO",0,0,0,0,38.65,94.3666666666667,3839,9422,2003,8.73333333333333,8.75,0,0
"299",2003-05-09,2003-05-09,"LAFAYETTE","MO","TORNADO",2,0,0,0,39.0833333333333,93.6166666666667,3908,9331,2003,9.25,9.43333333333333,5e+05,0
"300",2003-05-09,2003-05-09,"SALINE","MO","TORNADO",2,0,0,0,39.1666666666667,93.4833333333333,3909,9328,2003,9.43333333333333,9.45,0,0
"301",2003-05-09,2003-05-09,"SALINE","MO","TORNADO",0,0,0,0,39.15,93.4,3909,9324,2003,9.58333333333333,9.61666666666667,0,0
"302",2003-05-09,2003-05-09,"JOHNSON","MO","TORNADO",0,0,0,0,38.75,93.85,3845,9350,2003,9.86666666666667,9.91666666666667,1000,0
"303",2003-05-10,2003-05-10,"LINN","MO","TORNADO",0,0,0,0,39.8833333333333,93.2333333333333,3953,9314,2003,3.03333333333333,3.06666666666667,0,0
"304",2003-05-10,2003-05-10,"MERCER","MO","TORNADO",0,0,0,0,40.3,93.45,4021,9324,2003,3.63333333333333,3.65,1000,0
"305",2003-05-10,2003-05-10,"PUTNAM","MO","TORNADO",1,0,0,0,40.4333333333333,93.3,4029,9305,2003,3.93333333333333,4.05,20000,0
"306",2003-05-10,2003-05-10,"MACON","MO","TORNADO",0,0,0,0,39.7666666666667,92.35,3947,9219,2003,4.38333333333333,4.46666666666667,1000,0
"307",2003-05-10,2003-05-10,"SHELBY","MO","TORNADO",0,0,0,0,39.7833333333333,92.3166666666667,3948,9217,2003,4.46666666666667,4.56666666666667,0,0
"308",2003-05-10,2003-05-10,"KNOX","MO","TORNADO",2,0,0,0,40.2166666666667,92.2,4018,9201,2003,4.55,4.83333333333333,0,0
"309",2003-05-10,2003-05-10,"PUTNAM","MO","TORNADO",0,0,0,0,40.4833333333333,93.1333333333333,4029,9308,2003,4.58333333333333,4.61666666666667,1000,0
"310",2003-05-10,2003-05-10,"SCOTLAND","MO","TORNADO",0,0,0,0,40.3,92.0166666666667,4022,9157,2003,4.83333333333333,4.95,250000,0
"311",2003-05-10,2003-05-10,"SHELBY","MO","TORNADO",0,0,0,0,39.9166666666667,92.0333333333333,3956,9158,2003,4.83333333333333,4.83333333333333,0,0
"312",2003-05-10,2003-05-10,"CLARK","MO","TORNADO",0,0,0,0,40.35,91.9666666666667,4025,9146,2003,4.95,5.13333333333333,250000,0
"313",2003-05-10,2003-05-10,"LEWIS","MO","TORNADO",2,0,0,6,39.9333333333333,91.8333333333333,4009,9130,2003,5.13333333333333,5.56666666666667,5e+06,0
"314",2003-05-10,2003-05-10,"LEWIS","MO","TORNADO",0,0,0,0,40,91.85,3958,9145,2003,5.16666666666667,5.23333333333333,0,0
"315",2003-05-10,2003-05-10,"MONROE","MO","TORNADO",0,0,0,0,39.6166666666667,91.9333333333333,3937,9156,2003,5.31666666666667,5.33333333333333,0,0
"316",2003-05-10,2003-05-10,"MONROE","MO","TORNADO",0,0,0,0,39.6333333333333,91.75,3940,9142,2003,5.5,5.6,0,0
"317",2003-05-10,2003-05-10,"MARION","MO","TORNADO",0,0,0,0,39.6333333333333,91.7166666666667,3939,9142,2003,5.6,5.61666666666667,0,0
"318",2003-05-10,2003-05-10,"RALLS","MO","TORNADO",0,0,0,0,39.6666666666667,91.7333333333333,3940,9140,2003,5.61666666666667,5.66666666666667,0,0
"319",2003-05-10,2003-05-10,"MARION","MO","TORNADO",3,0,0,0,39.6833333333333,91.65,3945,9130,2003,5.66666666666667,5.95,0,0
"320",2003-06-12,2003-06-12,"RAY","MO","TORNADO",0,0,0,0,39.3166666666667,93.85,3919,9347,2003,3.41666666666667,3.45,30000,0
"321",2003-09-26,2003-09-26,"FRANKLIN","MO","TORNADO",0,0,0,0,38.2166666666667,91.1666666666667,3813,9110,2003,6.25,6.26666666666667,0,0
"322",2004-06-18,2004-06-18,"ST. CHARLES","MO","TORNADO",0,0,0,0,38.65,90.9166666666667,3840,9053,2004,1.08333333333333,1.13333333333333,0,0
"323",2004-04-24,2004-04-24,"CARTER","MO","TORNADO",2,0,0,5,36.9,90.7833333333333,3700,9043,2004,4.2,4.5,6e+05,0
"324",2004-04-24,2004-04-24,"WAYNE","MO","TORNADO",1,0,0,0,37.1333333333333,90.6,3711,9034,2004,4.86666666666667,4.96666666666667,1e+05,0
"325",2004-04-24,2004-04-24,"CLAY","MO","TORNADO",0,0,0,0,39.4,94.5833333333333,3924,9435,2004,6.25,6.28333333333333,5000,0
"326",2004-04-24,2004-04-24,"ATCHISON","MO","TORNADO",0,0,0,0,40.4833333333333,95.6166666666667,4029,9537,2004,6.66666666666667,6.7,0,0
"327",2004-04-24,2004-04-24,"CAPE GIRARDEAU","MO","TORNADO",2,0,0,0,37.2833333333333,89.85,3720,8947,2004,6.78333333333333,6.95,10000,0
"328",2004-05-01,2004-05-01,"WAYNE","MO","TORNADO",1,0,0,0,37.0666666666667,90.7166666666667,3704,9043,2004,3.4,3.4,5000,0
"329",2004-05-24,2004-05-24,"HOLT","MO","TORNADO",1,0,0,0,40.2,95.2833333333333,4012,9506,2004,2.58333333333333,2.76666666666667,5000,5000
"330",2004-05-24,2004-05-24,"NODAWAY","MO","TORNADO",0,0,0,0,40.2,94.8833333333333,4012,9452,2004,3.46666666666667,3.5,0,0
"331",2004-05-24,2004-05-24,"GENTRY","MO","TORNADO",2,0,0,1,40.2,94.55,4015,9415,2004,3.91666666666667,4.33333333333333,1e+07,0
"332",2004-05-24,2004-05-24,"HARRISON","MO","TORNADO",0,0,0,0,40.2833333333333,94.0833333333333,4018,9404,2004,4.88333333333333,4.91666666666667,0,0
"333",2004-05-24,2004-05-24,"LIVINGSTON","MO","TORNADO",1,0,0,0,39.7666666666667,93.55,3948,9330,2004,5.3,5.5,1700000,0
"334",2004-05-24,2004-05-24,"HARRISON","MO","TORNADO",0,0,0,0,40.2666666666667,93.85,4016,9350,2004,5.4,5.43333333333333,0,0
"335",2004-05-24,2004-05-24,"LINN","MO","TORNADO",1,0,0,0,39.7833333333333,93.3,3949,9313,2004,5.78333333333333,5.91666666666667,2e+05,0
"336",2004-05-24,2004-05-24,"WORTH","MO","TORNADO",0,0,0,0,40.5,94.4166666666667,4030,9425,2004,6.2,6.25,0,0
"337",2004-05-24,2004-05-24,"MACON","MO","TORNADO",1,0,0,0,39.7666666666667,92.7833333333333,3946,9246,2004,6.75,6.81666666666667,3e+05,0
"338",2004-05-24,2004-05-24,"MARION","MO","TORNADO",0,0,0,0,39.75,91.45,3944,9126,2004,9.91666666666667,9.96666666666667,0,0
